"District Number",District,"Campus Number",Campus,"ESC Region",Region,County,"School Type","Grades Served","Alternate Education","Number of Students","% Economically Disadvantaged","% LEP Students","Overall Rating *","Overall Score","Student Achievement Rating *","Student Achievement Score","School Progress Rating *","School Progress Score","Academic Growth Rating *","Academic Growth Score","Relative Performance Rating *","Relative Performance Score","Closing the Gaps Rating *","Closing the Gaps Score","Support Label","Public Education Grant","Distinction Reading","Distinction Mathematics","Distinction Science","Distinction Soc Studies","Distinction Progress","Distinction Closing the Gap","Distinction Post-Sec Readiness","US Congress District","TX House District","TX Senate District"
034907,QUEEN CITY ISD,034907101,J K HILEMAN EL,08,REGION 08: MT PLEASANT,CASS,Elementary,EE - 04,No,414,66.9%,0.0%,C,71,C,74,C,77,F,57,C,77,F,56,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,004,009,001
034909,BLOOMBURG ISD,,,08,REGION 08: MT PLEASANT,CASS,District,,No,270,76.7%,0.7%,B,82,B,83,B,86,D,69,B,86,C,74,,,,,,,,,Not Earned,,,
034909,BLOOMBURG ISD,034909001,BLOOMBURG H S,08,REGION 08: MT PLEASANT,CASS,Elem/Secondary,06 - 12,No,143,67.1%,0.0%,B,80,B,82,B,81,C,70,B,81,C,75,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,004,009,001
034909,BLOOMBURG ISD,034909101,BLOOMBURG EL,08,REGION 08: MT PLEASANT,CASS,Elementary,PK - 05,No,127,87.4%,1.6%,C,74,C,71,C,78,C,72,C,78,D,63,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,004,009,001
035901,DIMMITT ISD,,,16,REGION 16: AMARILLO,CASTRO,District,,No,"1,230",76.6%,21.4%,B,85,B,84,B,88,B,80,B,88,C,79,,,,,,,,,Not Earned,,,
035901,DIMMITT ISD,035901001,DIMMITT H S,16,REGION 16: AMARILLO,CASTRO,High School,09 - 12,No,337,65.3%,14.2%,B,84,B,86,B,85,B,85,B,85,C,79,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,019,088,031
035901,DIMMITT ISD,035901041,DIMMITT MIDDLE,16,REGION 16: AMARILLO,CASTRO,Middle School,06 - 08,No,255,76.9%,19.2%,C,73,D,62,C,74,C,74,D,66,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,019,088,031
035901,DIMMITT ISD,035901102,RICHARDSON EL,16,REGION 16: AMARILLO,CASTRO,Elementary,PK - 05,No,638,82.4%,26.0%,C,74,C,70,C,75,C,70,C,75,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,019,088,031
035902,HART ISD,,,16,REGION 16: AMARILLO,CASTRO,District,,No,213,88.7%,15.0%,B,85,B,85,B,85,B,85,B,85,B,85,,,,,,,,,,,,
035902,HART ISD,035902001,HART ISD,16,REGION 16: AMARILLO,CASTRO,Elem/Secondary,PK - 12,No,213,88.7%,15.0%,B,85,B,85,B,85,B,85,B,85,B,85,,,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,019,088,031
035903,NAZARETH ISD,,,16,REGION 16: AMARILLO,CASTRO,District,,No,253,13.8%,0.8%,A,97,A,96,B,87,B,87,B,84,A,100,,,,,,,,,,,,
035903,NAZARETH ISD,035903001,NAZARETH SCHOOL,16,REGION 16: AMARILLO,CASTRO,Elem/Secondary,PK - 12,No,253,13.8%,0.8%,A,97,A,96,B,87,B,87,B,84,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,019,088,031
036901,ANAHUAC ISD,,,04,REGION 04: HOUSTON,CHAMBERS,District,,No,"1,324",55.1%,6.8%,A,92,A,90,A,92,B,87,A,92,A,91,,,,,,,,,Not Earned,,,
036901,ANAHUAC ISD,036901001,ANAHUAC H S,04,REGION 04: HOUSTON,CHAMBERS,High School,09 - 12,No,353,49.9%,2.3%,B,87,B,87,B,87,D,69,B,87,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,036,023,004
036901,ANAHUAC ISD,036901006,DISCIPLINARY ALTERNATIVE EDUCATION,04,REGION 04: HOUSTON,CHAMBERS,Middle School,06 - 09,No,4,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,036,023,004
036901,ANAHUAC ISD,036901041,ANAHUAC MIDDLE,04,REGION 04: HOUSTON,CHAMBERS,Middle School,06 - 08,No,320,53.4%,4.7%,A,91,B,86,B,89,B,84,B,89,A,97,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,036,023,004
036901,ANAHUAC ISD,036901101,ANAHUAC EL,04,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - 05,No,647,58.4%,10.4%,B,82,C,76,B,83,B,83,C,77,B,81,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,036,023,004
036902,BARBERS HILL ISD,,,04,REGION 04: HOUSTON,CHAMBERS,District,,No,"5,710",20.4%,2.8%,A,95,A,95,A,90,A,90,A,90,A,95,,,,,,,,,Earned,,,
036902,BARBERS HILL ISD,036902001,BARBERS HILL H S,04,REGION 04: HOUSTON,CHAMBERS,High School,09 - 12,No,"1,614",17.3%,1.2%,A,94,A,96,B,85,B,84,B,85,A,90,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,036,023,004
036902,BARBERS HILL ISD,036902005,ALTERNATIVE SCHOOL,04,REGION 04: HOUSTON,CHAMBERS,Elem/Secondary,06 - 11,No,5,20.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,036,023,004
036902,BARBERS HILL ISD,036902006,HIGHPOINT,04,REGION 04: HOUSTON,CHAMBERS,High School,09 - 11,No,3,33.3%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,029,142,015
036902,BARBERS HILL ISD,036902042,BARBERS HILL MIDDLE NORTH,04,REGION 04: HOUSTON,CHAMBERS,Middle School,06 - 08,No,643,23.0%,2.3%,A,93,A,91,B,85,B,85,B,81,A,97,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,036,023,004
036902,BARBERS HILL ISD,036902043,BARBERS HILL MIDDLE SOUTH,04,REGION 04: HOUSTON,CHAMBERS,Middle School,06 - 08,No,706,19.5%,2.5%,A,91,A,92,B,83,B,83,B,83,B,87,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,036,023,004
036902,BARBERS HILL ISD,036902102,BARBERS HILL PRI,04,REGION 04: HOUSTON,CHAMBERS,Elementary,01 - 01,No,399,19.8%,4.0%,A,95,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,036,023,004
036902,BARBERS HILL ISD,036902104,BARBERS HILL EL NORTH,04,REGION 04: HOUSTON,CHAMBERS,Elementary,02 - 05,No,840,21.8%,1.3%,A,94,A,92,B,86,B,86,B,83,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,036,023,004
036902,BARBERS HILL ISD,036902105,BARBERS HILL EL SOUTH,04,REGION 04: HOUSTON,CHAMBERS,Elementary,02 - 05,No,920,20.0%,6.0%,A,95,A,93,B,88,B,88,B,83,A,100,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,036,023,004
036902,BARBERS HILL ISD,036902301,BARBERS HILL KINDERGARTEN CENTER,04,REGION 04: HOUSTON,CHAMBERS,Elementary,EE - KG,No,580,26.2%,4.1%,A,95,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,036,023,004
036903,EAST CHAMBERS ISD,,,05,REGION 05: BEAUMONT,CHAMBERS,District,,No,"1,510",57.8%,23.0%,B,88,A,90,A,90,C,79,A,90,B,84,,,,,,,,,Not Earned,,,
036903,EAST CHAMBERS ISD,036903001,EAST CHAMBERS H S,05,REGION 05: BEAUMONT,CHAMBERS,High School,09 - 12,No,433,43.6%,9.2%,B,88,A,90,B,83,B,81,B,83,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,036,023,004
036903,EAST CHAMBERS ISD,036903041,EAST CHAMBERS J H,05,REGION 05: BEAUMONT,CHAMBERS,Middle School,06 - 08,No,336,63.1%,16.4%,C,78,C,75,B,80,C,72,B,80,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,036,023,004
036903,EAST CHAMBERS ISD,036903101,EAST CHAMBERS EL,05,REGION 05: BEAUMONT,CHAMBERS,Elementary,03 - 05,No,342,60.5%,27.5%,B,82,B,85,B,86,C,72,B,86,C,74,,,Not Earned,Earned,Earned,,Not Earned,Not Earned,Earned,036,023,004
036903,EAST CHAMBERS ISD,036903103,EAST CHAMBERS PRI,05,REGION 05: BEAUMONT,CHAMBERS,Elementary,EE - 02,No,399,66.4%,39.8%,B,82,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,036,023,004
037901,ALTO ISD,,,07,REGION 07: KILGORE,CHEROKEE,District,,No,664,67.9%,16.7%,C,78,C,74,B,80,B,80,C,70,C,73,,,,,,,,,Not Earned,,,
037901,ALTO ISD,037901001,ALTO H S,07,REGION 07: KILGORE,CHEROKEE,High School,09 - 12,No,192,63.5%,8.3%,C,77,C,75,C,78,C,78,C,71,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,005,011,003
037901,ALTO ISD,037901041,ALTO MIDDLE,07,REGION 07: KILGORE,CHEROKEE,Middle School,05 - 08,No,201,67.7%,15.4%,B,85,B,80,B,87,B,80,B,87,B,81,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,005,011,003
037901,ALTO ISD,037901101,ALTO EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,PK - 04,No,271,71.2%,23.6%,D,68,D,67,D,69,F,59,D,69,D,64,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,,,07,REGION 07: KILGORE,CHEROKEE,District,,No,"4,854",80.4%,28.3%,B,85,C,78,B,89,D,65,B,89,C,74,,,,,,,,,Not Earned,,,
037904,JACKSONVILLE ISD,037904002,JACKSONVILLE H S,07,REGION 07: KILGORE,CHEROKEE,High School,08 - 12,No,"1,267",72.4%,11.0%,B,82,C,78,B,84,B,81,B,84,C,77,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904004,COMPASS CENTER,07,REGION 07: KILGORE,CHEROKEE,High School,09 - 11,No,3,66.7%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,005,011,003
037904,JACKSONVILLE ISD,037904042,JACKSONVILLE MIDDLE,07,REGION 07: KILGORE,CHEROKEE,Middle School,07 - 08,No,721,81.8%,19.7%,C,78,C,72,B,81,C,77,B,81,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904043,NICHOLS INT,07,REGION 07: KILGORE,CHEROKEE,Middle School,05 - 06,No,760,85.3%,33.4%,D,69,D,69,C,79,F,56,C,79,F,47,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904102,EAST SIDE EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,585,68.2%,23.9%,C,75,C,74,C,79,F,59,C,79,D,67,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904103,FRED DOUGLASS,07,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,613,85.6%,47.0%,C,76,C,73,B,81,D,62,B,81,D,63,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904104,WEST SIDE EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,PK - 04,No,427,92.7%,39.8%,D,69,D,65,C,72,F,58,C,72,D,61,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,005,011,003
037904,JACKSONVILLE ISD,037904105,JOE WRIGHT EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 04,No,478,89.3%,50.2%,B,80,C,75,B,84,D,60,B,84,D,69,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Earned,005,011,003
037907,RUSK ISD,,,07,REGION 07: KILGORE,CHEROKEE,District,,No,"2,063",67.4%,6.3%,B,85,B,86,B,89,C,73,B,89,C,77,,,,,,,,,Not Earned,,,
037907,RUSK ISD,037907002,RUSK H S,07,REGION 07: KILGORE,CHEROKEE,High School,09 - 12,No,604,54.0%,3.3%,B,83,B,86,B,84,C,79,B,84,C,76,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,005,011,003
037907,RUSK ISD,037907041,RUSK J H,07,REGION 07: KILGORE,CHEROKEE,Middle School,06 - 08,No,436,67.4%,5.7%,B,85,C,79,B,86,C,77,B,86,B,82,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,005,011,003
037907,RUSK ISD,037907100,RUSK INT,07,REGION 07: KILGORE,CHEROKEE,Elementary,04 - 05,No,336,74.4%,8.6%,C,78,C,75,B,81,F,59,B,81,C,71,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,005,011,003
037907,RUSK ISD,037907102,RUSK EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,02 - 03,No,286,71.7%,5.6%,B,80,C,77,B,83,N/R,.,B,83,C,72,Additional Targeted Support,,Earned,Not Earned,,,,Not Earned,Not Earned,005,011,003
037907,RUSK ISD,037907103,RUSK PRI,07,REGION 07: KILGORE,CHEROKEE,Elementary,EE - 01,No,401,78.6%,10.2%,B,80,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,005,011,003
037908,NEW SUMMERFIELD ISD,,,07,REGION 07: KILGORE,CHEROKEE,District,,No,544,91.5%,44.1%,B,81,B,84,B,85,D,68,B,85,C,72,,,,,,,,,,,,
037908,NEW SUMMERFIELD ISD,037908001,NEW SUMMERFIELD SCHOOL,07,REGION 07: KILGORE,CHEROKEE,Elem/Secondary,PK - 12,No,544,91.5%,44.1%,B,81,B,84,B,85,D,68,B,85,C,72,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,005,011,003
037909,WELLS ISD,,,07,REGION 07: KILGORE,CHEROKEE,District,,No,298,66.1%,3.0%,A,90,B,89,A,91,D,60,A,91,B,86,,,,,,,,,Not Earned,,,
037909,WELLS ISD,037909001,WELLS H S,07,REGION 07: KILGORE,CHEROKEE,High School,07 - 12,No,129,62.0%,3.9%,B,86,B,86,B,87,B,80,B,87,B,85,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,005,011,003
037909,WELLS ISD,037909101,WELLS EL,07,REGION 07: KILGORE,CHEROKEE,Elementary,PK - 06,No,169,69.2%,2.4%,C,76,C,77,B,83,F,56,B,83,D,61,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,005,011,003
038901,CHILDRESS ISD,,,16,REGION 16: AMARILLO,CHILDRESS,District,,No,"1,095",59.1%,2.8%,A,90,B,87,A,91,B,85,A,91,B,87,,,,,,,,,Not Earned,,,
038901,CHILDRESS ISD,038901001,CHILDRESS H S,16,REGION 16: AMARILLO,CHILDRESS,High School,09 - 12,No,326,49.7%,1.5%,B,87,B,86,B,87,B,87,B,85,B,87,,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Not Earned,013,068,028
038901,CHILDRESS ISD,038901041,CHILDRESS J H,16,REGION 16: AMARILLO,CHILDRESS,Middle School,06 - 08,No,249,55.0%,2.4%,B,84,B,84,B,86,C,75,B,86,B,80,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,013,068,028
038901,CHILDRESS ISD,038901102,CHILDRESS EL,16,REGION 16: AMARILLO,CHILDRESS,Elementary,EE - 05,No,520,66.9%,3.8%,A,93,B,88,A,90,B,82,A,90,A,100,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,013,068,028
039902,HENRIETTA ISD,,,09,REGION 09: WICHITA FALLS,CLAY,District,,No,932,44.6%,0.5%,B,89,B,89,A,90,C,79,A,90,B,87,,,,,,,,,Not Earned,,,
039902,HENRIETTA ISD,039902001,HENRIETTA H S,09,REGION 09: WICHITA FALLS,CLAY,High School,09 - 12,No,275,34.5%,0.0%,B,86,B,87,B,81,C,70,B,81,B,83,Additional Targeted Support,,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,013,069,030
039902,HENRIETTA ISD,039902041,HENRIETTA MIDDLE,09,REGION 09: WICHITA FALLS,CLAY,Middle School,06 - 08,No,191,44.5%,0.5%,A,90,B,89,B,88,B,80,B,88,A,92,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,013,069,030
039902,HENRIETTA ISD,039902101,HENRIETTA EL,09,REGION 09: WICHITA FALLS,CLAY,Elementary,EE - 05,No,466,50.6%,0.9%,B,80,B,83,B,82,D,69,B,82,C,72,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,013,069,030
039903,PETROLIA CISD,,,09,REGION 09: WICHITA FALLS,CLAY,District,,No,450,60.0%,0.9%,B,81,B,85,B,83,C,76,B,83,C,72,,,,,,,,,Not Earned,,,
039903,PETROLIA CISD,039903001,PETROLIA JUNIOR HIGH/HIGH SCHOOL,09,REGION 09: WICHITA FALLS,CLAY,High School,07 - 12,No,199,54.8%,0.5%,B,80,B,83,B,80,D,68,B,80,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,013,069,030
039903,PETROLIA CISD,039903101,PETROLIA EL,09,REGION 09: WICHITA FALLS,CLAY,Elementary,PK - 06,No,251,64.1%,1.2%,B,80,C,73,B,82,B,82,C,75,C,75,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Earned,Earned,Not Earned,013,069,030
039904,BELLEVUE ISD,,,09,REGION 09: WICHITA FALLS,CLAY,District,,No,129,51.2%,0.0%,B,81,B,84,B,84,B,84,B,80,C,75,,,,,,,,,,,,
039904,BELLEVUE ISD,039904001,BELLEVUE SCHOOL,09,REGION 09: WICHITA FALLS,CLAY,Elem/Secondary,KG - 12,No,129,51.2%,0.0%,B,81,B,84,B,84,B,84,B,80,C,75,,,Earned,Not Earned,Earned,Earned,Earned,Not Earned,Earned,013,069,030
039905,MIDWAY ISD,,,09,REGION 09: WICHITA FALLS,CLAY,District,,No,131,60.3%,0.0%,B,87,B,87,B,88,B,81,B,88,B,83,,,,,,,,,,,,
039905,MIDWAY ISD,039905001,MIDWAY SCHOOL,09,REGION 09: WICHITA FALLS,CLAY,Elem/Secondary,KG - 12,No,131,60.3%,0.0%,B,87,B,87,B,88,B,81,B,88,B,83,Additional Targeted Support 2018 and 2019,,Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,013,069,030
040901,MORTON ISD,,,17,REGION 17: LUBBOCK,COCHRAN,District,,No,394,79.2%,17.8%,C,70,D,69,D,65,F,55,D,65,C,71,,,,,,,,,Not Earned,,,
040901,MORTON ISD,040901001,MORTON SCHOOL,17,REGION 17: LUBBOCK,COCHRAN,Elem/Secondary,PK - 12,No,384,78.9%,18.2%,D,69,C,71,D,69,F,58,D,69,D,65,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,019,088,031
040901,MORTON ISD,040901002,P E P,17,REGION 17: LUBBOCK,COCHRAN,High School,09 - 12,Yes,10,90.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,019,088,031
040902,WHITEFACE CISD,,,17,REGION 17: LUBBOCK,COCHRAN,District,,No,312,61.5%,7.1%,B,86,B,87,B,87,C,79,B,87,B,85,,,,,,,,,,,,
040902,WHITEFACE CISD,040902001,WHITEFACE SCHOOL,17,REGION 17: LUBBOCK,COCHRAN,Elem/Secondary,PK - 12,No,312,61.5%,7.1%,B,86,B,87,B,87,C,79,B,87,B,85,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,019,088,031
041901,BRONTE ISD,,,15,REGION 15: SAN ANGELO,COKE,District,,No,243,46.5%,2.1%,B,88,B,89,B,87,B,80,B,87,B,86,,,,,,,,,,,,
041901,BRONTE ISD,041901001,BRONTE ISD,15,REGION 15: SAN ANGELO,COKE,Elem/Secondary,PK - 12,No,243,46.5%,2.1%,B,88,B,89,B,87,B,80,B,87,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,011,072,028
041902,ROBERT LEE ISD,,,15,REGION 15: SAN ANGELO,COKE,District,,No,285,59.3%,2.5%,B,88,B,88,B,89,B,84,B,89,B,84,,,,,,,,,Not Earned,,,
041902,ROBERT LEE ISD,041902001,ROBERT LEE H S,15,REGION 15: SAN ANGELO,COKE,High School,07 - 12,No,111,51.4%,3.6%,A,90,B,89,A,91,A,91,B,86,B,89,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,011,072,028
041902,ROBERT LEE ISD,041902002,FAIRVIEW ACCELERATED,15,REGION 15: SAN ANGELO,COKE,High School,09 - 12,Yes,4,75.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,011,072,028
041902,ROBERT LEE ISD,041902005,FAIRVIEW DAEP,15,REGION 15: SAN ANGELO,COKE,High School,09 - 09,No,1,0.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,011,072,028
041902,ROBERT LEE ISD,041902101,ROBERT LEE EL,15,REGION 15: SAN ANGELO,COKE,Elementary,PK - 06,No,164,64.6%,1.8%,D,68,C,72,C,72,D,60,C,72,D,60,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,011,072,028
041902,ROBERT LEE ISD,041902102,VERIBEST SPECIAL PROGRAMS,15,REGION 15: SAN ANGELO,COKE,Elementary,EE - EE,No,1,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,011,072,028
041902,ROBERT LEE ISD,041902180,WALL SP PROG,15,REGION 15: SAN ANGELO,COKE,Middle School,04 - 07,No,2,50.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,011,072,028
041902,ROBERT LEE ISD,041902195,FAIRVIEW SPECIAL PROGRAMS,15,REGION 15: SAN ANGELO,COKE,High School,10 - 12,No,2,50.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,011,072,028
042901,COLEMAN ISD,,,15,REGION 15: SAN ANGELO,COLEMAN,District,,No,868,56.5%,2.6%,B,86,B,81,B,89,D,69,A,90,C,78,,,,,,,,,Not Earned,,,
042901,COLEMAN ISD,042901001,COLEMAN H S,15,REGION 15: SAN ANGELO,COLEMAN,High School,09 - 12,No,253,42.3%,2.0%,A,91,B,87,B,87,B,84,B,87,A,100,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,011,060,028
042901,COLEMAN ISD,042901041,COLEMAN J H,15,REGION 15: SAN ANGELO,COLEMAN,Middle School,05 - 08,No,240,57.9%,0.4%,D,65,D,69,D,60,D,60,D,60,F,56,Comprehensive Reidentified,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,011,060,028
042901,COLEMAN ISD,042901102,COLEMAN EL,15,REGION 15: SAN ANGELO,COLEMAN,Elementary,PK - 04,No,375,65.1%,4.5%,D,61,D,67,D,67,D,67,D,65,F,48,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,011,060,028
042903,SANTA ANNA ISD,,,15,REGION 15: SAN ANGELO,COLEMAN,District,,No,264,100.0%,0.0%,B,89,B,86,A,90,C,79,A,90,B,87,,,,,,,,,Not Earned,,,
042903,SANTA ANNA ISD,042903001,SANTA ANNA SECONDARY,15,REGION 15: SAN ANGELO,COLEMAN,High School,07 - 12,No,117,100.0%,0.0%,B,87,B,86,B,85,B,85,B,85,B,89,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,011,060,028
042903,SANTA ANNA ISD,042903101,SANTA ANNA EL,15,REGION 15: SAN ANGELO,COLEMAN,Elementary,PK - 06,No,147,100.0%,0.0%,C,76,C,72,B,81,F,59,B,81,D,64,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Earned,011,060,028
042905,PANTHER CREEK CISD,,,15,REGION 15: SAN ANGELO,COLEMAN,District,,No,148,78.4%,0.0%,B,85,B,87,B,87,B,87,B,87,B,81,,,,,,,,,,,,
042905,PANTHER CREEK CISD,042905001,PANTHER CREEK SCHOOL,15,REGION 15: SAN ANGELO,COLEMAN,Elem/Secondary,PK - 12,No,148,78.4%,0.0%,B,85,B,87,B,87,B,87,B,87,B,81,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,Not Earned,011,060,028
043801,IMAGINE INTERNATIONAL ACADEMY OF N,,,10,REGION 10: RICHARDSON,COLLIN,District,,No,"1,406",10.3%,8.7%,A,98,A,97,B,87,B,82,B,87,A,100,,,,,,,,,,,,
043801,IMAGINE INTERNATIONAL ACADEMY OF N,043801001,IMAGINE INTERNATIONAL ACADEMY OF N,10,REGION 10: RICHARDSON,COLLIN,Elem/Secondary,KG - 12,No,"1,406",10.3%,8.7%,A,98,A,97,B,87,B,82,B,87,A,100,,,Earned,Earned,Not Earned,Earned,Not Earned,Earned,Earned,003,070,008
043802,LONE STAR LANGUAGE ACADEMY,,,10,REGION 10: RICHARDSON,COLLIN,District,,No,171,0.0%,4.1%,B,89,B,89,F,58,N/R,.,F,58,N/R,.,,,,,,,,,,,,
043802,LONE STAR LANGUAGE ACADEMY,043802101,LONE STAR LANGUAGE ACADEMY,10,REGION 10: RICHARDSON,COLLIN,Elementary,KG - 05,No,171,0.0%,4.1%,B,89,B,89,F,58,N/R,.,F,58,N/R,.,,,Not Earned,Not Earned,,,,,Not Earned,003,066,008
043901,ALLEN ISD,,,10,REGION 10: RICHARDSON,COLLIN,District,,No,"21,483",19.3%,7.6%,A,93,A,94,A,90,A,90,A,90,B,89,,,,,,,,,Not Earned,,,
043901,ALLEN ISD,043901001,ALLEN H S,10,REGION 10: RICHARDSON,COLLIN,High School,09 - 12,No,"5,098",15.1%,3.0%,A,91,A,94,B,84,B,84,B,82,B,83,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,003,067,008
043901,ALLEN ISD,043901002,LOWERY FRESHMAN CENTER,10,REGION 10: RICHARDSON,COLLIN,High School,09 - 09,No,"1,728",18.2%,4.9%,A,92,A,93,B,85,B,81,B,85,B,89,,,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,003,067,008
043901,ALLEN ISD,043901042,W E PETE FORD MIDDLE,10,REGION 10: RICHARDSON,COLLIN,Middle School,07 - 08,No,925,24.1%,5.0%,A,95,A,93,A,91,A,91,B,89,A,100,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,003,089,008
